APA_ID	Transcript	Gene	Gene_Name	Chr	LastExon.Start	LastExon.End	Strand	UTR3.Start	UTR3.End	Length	Num_Events	K263E_Rep1.PAU	K263E_Rep2.PAU	K263E_Rep3.PAU	WT_Rep1.PAU	WT_Rep2.PAU	WT_Rep3.PAU	K263E_Rep1.TPM	K263E_Rep2.TPM	K263E_Rep3.TPM	WT_Rep1.TPM	WT_Rep2.TPM	WT_Rep3.TPM	Site	TPM_pass_n	Expression_Pass	WT_mean_PAU	K263E_mean_PAU	DeltaPAU	P_value	FDR	APA_direction	Mechanistic_category
ENSG00000022567.12_3_P	ENST00000024061,ENST00000517878,ENST00000519067	ENSG00000022567.12	SLC45A4	chr8	141210697	141212556	-	141210697	141211441	744	3	14.496	0	0	0	0	0	2.209309	0	0	0	0	0	P	1	FALSE	0	4.832	4.832	NA	NA	NS	NS
ENSG00000023516.11_1_S	ENST00000025301	ENSG00000023516.11	AKAP11	chr13	42319087	42323267	+	42319228	42323267	4039	1	100	100	100	100	100	100	83.464383	80.946474	89.448164	78.992816	81.440871	74.329843	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000023734.13_1_S	ENST00000025399,ENST00001092525,ENST00001141796,ENST00000888770	ENSG00000023734.13	STRAP	chr12	15902916	15903478	+	15902978	15903478	500	1	100	100	100	100	100	100	498.517044	565.071916	563.026898	480.005582	540.312221	527.310821	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000007541.19_1_S	ENST00000026218,ENST00000854221,ENST00000989018,ENST00001140451,ENST00001120495	ENSG00000007541.19	PIGQ	chr16	582882	584136	+	583634	584136	502	1	100	100	100	100	100	100	69.569834	68.025243	60.004693	78.965403	67.614728	71.518107	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000027847.16_3_D	ENST00000029410,ENST00000966181	ENSG00000027847.16	B4GALT7	chr5	177609539	177610347	+	177609695	177610347	652	3	100	56.23	100	75.977	43.312	100	36.68669	19.36829	38.445834	29.634971	19.380195	37.324185	D	6	TRUE	73.0963333333333	85.41	12.3136666666667	0.605474257479596	1	NS	NS
ENSG00000027847.16_1_P	ENST00000029410,ENST00000966181,ENST00000871350	ENSG00000027847.16	B4GALT7	chr5	177609539	177610034	+	177609695	177610034	339	3	0	0	0	0	9.971	0	0	0	0	0	4.461713	0	P	1	FALSE	3.32366666666667	0	-3.32366666666667	NA	NA	NS	NS
ENSG00000027847.16_2_D	ENST00000029410,ENST00000966181,ENST00000871350	ENSG00000027847.16	B4GALT7	chr5	177609539	177610275	+	177609695	177610275	580	3	0	43.77	0	24.023	46.717	0	0	15.076316	0	9.370348	20.90357	0	D	3	TRUE	23.58	14.59	-8.99	0.674529870352047	1	NS	NS
ENSG00000029364.14_1_S	ENST00000031146,ENST00001126973,ENST00000556605	ENSG00000029364.14	SLC39A9	chr14	69458362	69462388	+	69461702	69462388	686	1	100	100	100	100	100	100	74.049119	81.247663	79.809833	73.592472	77.594538	79.875333	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000031003.13_1_D	ENST00000033079	ENSG00000031003.13	FAM13B	chr5	137937959	137940348	-	137937959	137940224	2265	4	43.477	49.204	35.702	30.75	55.319	52.502	69.968127	65.916238	68.454332	68.359814	76.535325	67.116587	D	6	TRUE	46.1903333333333	42.7943333333333	-3.396	0.722514813770212	1	NS	NS
ENSG00000031003.13_2_D	ENST00000033079	ENSG00000031003.13	FAM13B	chr5	137938683	137940348	-	137938683	137940224	1541	4	31.062	43.826	32.601	26.813	44.681	47.498	49.988382	58.712166	62.50836	59.606656	61.816525	60.719526	D	6	TRUE	39.664	35.8296666666667	-3.83433333333333	0.646316157624865	1	NS	NS
ENSG00000031003.13_3_D	ENST00000033079	ENSG00000031003.13	FAM13B	chr5	137939752	137940348	-	137939752	137940224	472	4	0	6.97	0	5.326	0	0	0	9.337349	0	11.840709	0	0	D	2	TRUE	1.77533333333333	2.32333333333333	0.548	0.861054011100547	1	NS	NS
ENSG00000031003.13_4_P	ENST00000033079	ENSG00000031003.13	FAM13B	chr5	137940171	137940348	-	137940171	137940224	53	4	25.461	0	31.697	37.111	0	0	40.974181	0	60.774094	82.499867	0	0	P	3	TRUE	12.3703333333333	19.0526666666667	6.68233333333333	0.693767505499053	1	NS	NS
ENSG00000031823.16_1_D	ENST00000034275	ENSG00000031823.16	RANBP3	chr19	5916138	5917653	-	5916138	5917609	1471	2	100	100	100	100	100	100	66.513782	69.020853	66.231264	66.451213	60.874606	64.840009	D	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000031823.16_2_P	ENST00000034275	ENSG00000031823.16	RANBP3	chr19	5917321	5917653	-	5917321	5917609	288	2	0	0	0	0	0	0	0	0	0	0	0	0	P	0	FALSE	0	0	0	NA	NA	NS	NS
ENSG00000033100.18_1_S	ENST00000035307	ENSG00000033100.18	CHPF2	chr7	151237373	151238827	+	151238681	151238827	146	1	100	100	100	100	100	100	41.264344	39.460688	40.612163	41.450282	39.372768	40.425107	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000034971.19_1_S	ENST00000037502,ENST00001024741,ENST00001143642,ENST00000971579	ENSG00000034971.19	MYOC	chr1	171635416	171636814	-	171635416	171635924	508	1	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	S	0	FALSE	NA	NA	NA	NA	NA	NS	NS
ENSG00000035141.12_1_D	ENST00000037869,ENST00001074105,ENST00001137611,ENST00000910310	ENSG00000035141.12	FAM136A	chr2	70295975	70297507	-	70295975	70297288	1313	3	61.302	47.836	59.149	69.143	49.761	65.195	67.889763	65.083016	63.653896	54.616891	56.748756	63.752531	D	6	TRUE	61.3663333333333	56.0956666666667	-5.27066666666666	0.511128915883374	1	NS	NS
ENSG00000035141.12_2_D	ENST00000037869,ENST00001074105,ENST00001137611,ENST00000910310	ENSG00000035141.12	FAM136A	chr2	70297236	70297507	-	70297236	70297288	52	3	0	0	0	0	0	0	0	0	0	0	0	0	D	0	FALSE	0	0	0	NA	NA	NS	NS
ENSG00000035141.12_3_P	ENST00000037869,ENST00001074105,ENST00001137611,ENST00000910310	ENSG00000035141.12	FAM136A	chr2	70297269	70297507	-	70297269	70297288	19	3	38.698	52.164	40.851	30.857	50.239	34.805	42.856044	70.972195	43.962061	24.37484	57.293975	34.03492	P	6	TRUE	38.6336666666667	43.9043333333333	5.27066666666667	0.511128915883374	1	NS	NS
ENSG00000035681.12_1_S	ENST00000038176,ENST00001008856,ENST00001139516	ENSG00000035681.12	NSMAF	chr8	58583503	58584200	-	58583503	58584105	602	1	100	100	100	100	100	100	23.334556	20.427219	22.810247	27.854686	20.602023	18.466387	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000036473.11_1_S	ENST00000039007	ENSG00000036473.11	OTC	chrX	38421022	38421383	+	38421082	38421383	301	1	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	S	0	FALSE	NA	NA	NA	NA	NA	NS	NS
ENSG00000052841.18_1_S	ENST00000039989	ENSG00000052841.18	TTC17	chr11	43493772	43494933	+	43493904	43494933	1029	1	100	100	100	100	100	100	64.728189	76.700753	69.772833	69.27799	68.358489	73.455456	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000037965.7_1_S	ENST00000040584	ENSG00000037965.7	HOXC8	chr12	54011088	54012763	+	54011381	54012763	1382	1	NA	NA	100	NA	NA	NA	0	0	0.089284	0	0	0	S	0	FALSE	NA	100	NA	NA	NA	NS	NS
ENSG00000037757.16_1_P	ENST00000040663	ENSG00000037757.16	MRI1	chr19	13772120	13772866	+	13772281	13772866	585	2	36.561	31.442	43.824	23.464	45.711	47.085	11.915796	9.768208	14.723558	6.909546	14.87428	12.769561	P	6	TRUE	38.7533333333333	37.2756666666667	-1.47766666666666	0.872984181215053	1	NS	NS
ENSG00000037757.16_2_D	ENST00000040663	ENSG00000037757.16	MRI1	chr19	13772120	13774282	+	13772281	13774282	2001	2	63.439	68.558	56.176	76.536	54.289	52.915	20.675686	21.298762	18.873364	22.538016	17.665464	14.350845	D	6	TRUE	61.2466666666667	62.7243333333333	1.47766666666666	0.872984181215053	1	NS	NS
ENSG00000038219.15_1_S	ENST00000040738	ENSG00000038219.15	BOD1L1	chr4	13568737	13570128	-	13568737	13570010	1273	1	100	100	100	100	100	100	66.6082	73.016664	69.167308	61.105884	66.321459	64.644849	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000059588.12_1_D	ENST00000040877,ENST00001046691,ENST00001145908	ENSG00000059588.12	TARBP1	chr1	234391312	234391745	-	234391312	234391576	264	2	7.466	0	5.718	0	3.456	0	6.45115	0	3.685246	0	3.284131	0	D	3	TRUE	1.152	4.39466666666667	3.24266666666667	0.290917818163457	1	NS	NS
ENSG00000059588.12_2_P	ENST00000040877,ENST00001046691,ENST00001145908	ENSG00000059588.12	TARBP1	chr1	234391377	234391745	-	234391377	234391576	199	2	92.534	100	94.282	100	96.544	100	79.951291	69.951607	60.76604	85.844816	91.746564	59.065552	P	6	TRUE	98.848	95.6053333333333	-3.24266666666666	0.290917818163457	1	NS	NS
ENSG00000039523.22_1_S	ENST00000042381	ENSG00000039523.22	RIPOR1	chr16	67546365	67546788	+	67546463	67546788	325	1	100	100	100	100	100	100	111.908727	146.389147	132.032764	152.496973	123.786521	118.89324	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000039987.9_1_S	ENST00000042931	ENSG00000039987.9	BEST2	chr19	12757650	12758458	+	12758077	12758458	381	1	100	100	100	100	100	100	0.306752	1.409146	0.917957	1.377837	0.766701	0.974917	S	2	TRUE	100	100	0	1	1	NS	NS
ENSG00000040608.15_1_S	ENST00000043402	ENSG00000040608.15	RTN4R	chr22	20241414	20243110	-	20241414	20241710	296	1	100	100	100	100	100	100	27.636449	28.194779	25.422033	33.756513	31.514869	37.897363	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000041357.18_2_D	ENST00000044462	ENSG00000041357.18	PSMA4	chr15	78548789	78549262	+	78548944	78549262	318	2	8.156	0	4.409	7.902	6.302	7.231	16.380457	0	8.77778	15.555211	12.124229	15.766919	D	5	TRUE	7.145	4.18833333333333	-2.95666666666667	0.335786222966117	1	NS	NS
ENSG00000041357.18_1_P	ENST00000044462,ENST00000558341,ENST00000559082,ENST00000992531,ENST00001062648,ENST00001062652,ENST00001062661,ENST00001136214,ENST00000992532	ENSG00000041357.18	PSMA4	chr15	78548789	78549232	+	78548944	78549232	288	2	91.844	100	95.591	92.098	93.698	92.769	184.462013	193.27832	190.322344	181.296638	180.252554	202.28575	P	6	TRUE	92.855	95.8116666666667	2.95666666666666	0.335786222966118	1	NS	NS
ENSG00000042062.15_1_S	ENST00000045083	ENSG00000042062.15	RIPOR3	chr20	50586107	50587332	-	50586107	50587231	1124	1	NA	NA	NA	NA	NA	100	0	0	0	0	0	0.252001	S	0	FALSE	100	NA	NA	NA	NA	NS	NS
ENSG00000042813.10_1_S	ENST00000046087	ENSG00000042813.10	ZPBP	chr7	49937440	49937622	-	49937440	49937527	87	1	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	S	0	FALSE	NA	NA	NA	NA	NA	NS	NS
ENSG00000040531.18_1_S	ENST00000046640,ENST00000381870	ENSG00000040531.18	CTNS	chr17	3660235	3661542	+	3660734	3661542	808	1	100	100	100	100	100	100	24.103944	22.004145	21.63241	23.126148	22.036852	19.702552	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000043462.15_1_D	ENST00000046794	ENSG00000043462.15	LCP2	chr5	170246236	170248819	-	170246236	170248696	2460	3	NA	NA	NA	NA	0	NA	0	0	0	0	0	0	D	0	FALSE	0	NA	NA	NA	NA	NS	NS
ENSG00000043462.15_2_D	ENST00000046794	ENSG00000043462.15	LCP2	chr5	170246386	170248819	-	170246386	170248696	2310	3	NA	NA	NA	NA	0	NA	0	0	0	0	0	0	D	0	FALSE	0	NA	NA	NA	NA	NS	NS
ENSG00000043462.15_3_P	ENST00000046794	ENSG00000043462.15	LCP2	chr5	170248083	170248819	-	170248083	170248696	613	3	NA	NA	NA	NA	100	NA	0	0	0	0	0.54975	0	P	0	FALSE	100	NA	NA	NA	NA	NS	NS
ENSG00000047932.16_1_D	ENST00000052569	ENSG00000047932.16	GOPC	chr6	117560268	117563384	-	117560268	117563253	2985	2	100	100	100	100	100	100	0.748917	0.840394	0.932057	0.57799	0.60608	0.523924	D	0	FALSE	100	100	0	NA	NA	NS	NS
ENSG00000047932.16_2_P	ENST00000052569	ENSG00000047932.16	GOPC	chr6	117561676	117563384	-	117561676	117563253	1577	2	0	0	0	0	0	0	0	0	0	0	0	0	P	0	FALSE	0	0	0	NA	NA	NS	NS
ENSG00000011465.20_1_D	ENST00000052754	ENSG00000011465.20	DCN	chr12	91140483	91146252	-	91140483	91146057	5574	4	NA	NA	NA	NA	0	NA	0	0	0	0	0	0	D	0	FALSE	0	NA	NA	NA	NA	NS	NS
ENSG00000011465.20_2_D	ENST00000052754	ENSG00000011465.20	DCN	chr12	91143274	91146252	-	91143274	91146057	2783	4	NA	NA	NA	NA	0	NA	0	0	0	0	0	0	D	0	FALSE	0	NA	NA	NA	NA	NS	NS
ENSG00000011465.20_3_D	ENST00000052754	ENSG00000011465.20	DCN	chr12	91145247	91146252	-	91145247	91146057	810	4	NA	NA	NA	NA	0	NA	0	0	0	0	0	0	D	0	FALSE	0	NA	NA	NA	NA	NS	NS
ENSG00000011465.20_4_P	ENST00000052754	ENSG00000011465.20	DCN	chr12	91145525	91146252	-	91145525	91146057	532	4	NA	NA	NA	NA	100	NA	0	0	0	0	0.360829	0	P	0	FALSE	100	NA	NA	NA	NA	NS	NS
ENSG00000048462.12_1_S	ENST00000053243	ENSG00000048462.12	TNFRSF17	chr16	11967569	11968068	+	11967847	11968068	221	1	NA	NA	NA	100	NA	100	0	0	0	1.680944	0	0.494607	S	1	FALSE	100	NA	NA	NA	NA	NS	NS
ENSG00000048544.9_1_S	ENST00000053468,ENST00000997264	ENSG00000048544.9	MRPS10	chr6	42206800	42208394	-	42206800	42208250	1450	2	100	100	100	100	100	100	29.250811	36.770586	41.224858	38.659049	40.786774	33.33641	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000030582.21_1_S	ENST00000053867	ENSG00000030582.21	GRN	chr17	44352660	44353102	+	44352798	44353102	304	1	100	100	100	100	100	100	48.953317	59.043574	63.009549	42.081088	43.209091	48.948463	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000049245.14_1_S	ENST00000054666,ENST00001118191,ENST00001140705	ENSG00000049245.14	VAMP3	chr1	7779625	7781432	+	7779703	7781432	1729	1	100	100	100	100	100	100	26.106281	27.127279	35.214754	24.301957	22.870695	27.153012	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000049449.12_1_S	ENST00000054950	ENSG00000049449.12	RCN1	chr11	32104364	32105718	+	32104472	32105718	1246	2	100	NA	100	100	100	100	0.565281	0	1.497989	0.57736	0.431643	0.537626	S	1	FALSE	100	100	0	NA	NA	NS	NS
ENSG00000049541.13_1_D	ENST00000055077,ENST00001065366,ENST00001142870	ENSG00000049541.13	RFC2	chr7	74231498	74232216	-	74231498	74232088	590	2	17.427	26.679	8.791	15.833	18.358	16.375	7.621393	8.133853	3.399894	6.082503	7.021998	5.754293	D	6	TRUE	16.8553333333333	17.6323333333333	0.776999999999997	0.894841796012798	1	NS	NS
ENSG00000049541.13_2_P	ENST00000055077,ENST00001065366,ENST00001142870	ENSG00000049541.13	RFC2	chr7	74231663	74232216	-	74231663	74232088	425	2	82.573	73.321	91.209	84.167	81.642	83.625	36.111471	22.35378	35.274207	32.334948	31.228838	29.386284	P	6	TRUE	83.1446666666667	82.3676666666667	-0.777000000000001	0.894841796012798	1	NS	NS
ENSG00000050030.17_1_D	ENST00000055682,ENST00000642681	ENSG00000050030.17	NEXMIF	chrX	74732855	74744477	-	74732855	74739404	6549	2	82.744	69.854	73.668	52.148	74.056	73.417	29.059677	24.399455	24.963421	19.671284	28.010273	28.122346	D	6	TRUE	66.5403333333333	75.422	8.88166666666666	0.354490867774657	1	NS	NS
ENSG00000050030.17_2_P	ENST00000055682,ENST00000642681	ENSG00000050030.17	NEXMIF	chrX	74733570	74744477	-	74733570	74739404	5834	2	17.256	30.146	26.332	47.852	25.944	26.583	6.0601	10.529554	8.922872	18.050524	9.812592	10.18246	P	6	TRUE	33.4596666666667	24.578	-8.88166666666666	0.354490867774657	1	NS	NS
ENSG00000050327.17_1_S	ENST00000056217	ENSG00000050327.17	ARHGEF5	chr7	144379898	144380632	+	144380056	144380632	576	1	100	NA	100	NA	NA	100	0.262791	0	0.248156	0	0	1.48613	S	1	FALSE	100	100	0	NA	NA	NS	NS
ENSG00000050344.11_1_S	ENST00000056233	ENSG00000050344.11	NFE2L3	chr7	26184532	26187125	+	26185783	26187125	1342	2	100	100	100	100	100	100	0.482794	1.419746	0.953307	0.875204	1.472488	1.915682	S	3	TRUE	100	100	0	1	1	NS	NS
ENSG00000050730.18_1_D	ENST00000057513,ENST00000507879,ENST00000868872	ENSG00000050730.18	TNIP3	chr4	121131407	121132662	-	121131407	121132630	1223	3	0	6.544	100	0	100	NA	0	0.124356	0.126222	0	0.211373	0	D	0	FALSE	50	35.5146666666667	-14.4853333333333	NA	NA	NS	NS
ENSG00000050730.18_2_D	ENST00000057513,ENST00000507879,ENST00000868872	ENSG00000050730.18	TNIP3	chr4	121132040	121132662	-	121132040	121132630	590	3	100	0	0	0	0	NA	0.334249	0	0	0	0	0	D	0	FALSE	0	33.3333333333333	33.3333333333333	NA	NA	NS	NS
ENSG00000050730.18_3_P	ENST00000057513,ENST00000507879,ENST00000868872	ENSG00000050730.18	TNIP3	chr4	121132392	121132662	-	121132392	121132630	238	3	0	93.456	0	100	0	NA	0	1.775826	0	2.036114	0	0	P	2	TRUE	50	31.152	-18.848	0.782408191733883	1	NS	NS
ENSG00000052723.14_1_D	ENST00000060969	ENSG00000052723.14	SIKE1	chr1	114769478	114774372	-	114769478	114774270	4792	3	100	100	100	100	100	100	45.619326	56.485718	56.045956	46.088437	51.03368	51.263732	D	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000052723.14_2_D	ENST00000060969	ENSG00000052723.14	SIKE1	chr1	114771829	114774372	-	114771829	114774270	2441	3	0	0	0	0	0	0	0	0	0	0	0	0	D	0	FALSE	0	0	0	NA	NA	NS	NS
ENSG00000052723.14_3_P	ENST00000060969	ENSG00000052723.14	SIKE1	chr1	114772774	114774372	-	114772774	114774270	1496	3	0	0	0	0	0	0	0	0	0	0	0	0	P	0	FALSE	0	0	0	NA	NA	NS	NS
ENSG00000038295.9_1_S	ENST00000061240	ENSG00000038295.9	TLL1	chr4	166100741	166103895	+	166100876	166103895	3019	1	100	100	100	100	100	100	0.172078	0.156723	0.719161	0.288514	0.214037	0.782871	S	0	FALSE	100	100	0	NA	NA	NS	NS
ENSG00000054803.5_1_S	ENST00000064571	ENSG00000054803.5	CBLN4	chr20	55997439	55998754	-	55997439	55998556	1117	1	NA	NA	NA	NA	NA	100	0	0	0	0	0	0.167566	S	0	FALSE	100	NA	NA	NA	NA	NS	NS
ENSG00000013297.14_1_S	ENST00000064724	ENSG00000013297.14	CLDN11	chr3	170432523	170434099	+	170432756	170434099	1343	1	100	100	100	100	100	100	0.250674	1.019187	2.754784	1.407305	1.828872	1.405755	S	5	TRUE	100	100	0	1	1	NS	NS
ENSG00000054967.15_2_D	ENST00000064780	ENSG00000054967.15	RELT	chr11	73395443	73397003	+	73395491	73397003	1512	3	43.976	50.529	57.692	83.26	61.094	47.657	16.077449	17.926424	21.624652	32.596027	21.440756	16.159674	D	6	TRUE	64.0036666666667	50.7323333333333	-13.2713333333333	0.330794189824024	1	NS	NS
ENSG00000054967.15_3_D	ENST00000064780	ENSG00000054967.15	RELT	chr11	73395443	73397474	+	73395491	73397474	1983	3	11.286	22.761	18.431	16.74	10.201	15.971	4.126119	8.075053	6.908435	6.553713	3.579939	5.4155	D	6	TRUE	14.304	17.4926666666667	3.18866666666666	0.471221214014868	1	NS	NS
ENSG00000054967.15_1_P	ENST00000064780,ENST00000857846	ENSG00000054967.15	RELT	chr11	73395443	73396640	+	73395491	73396640	1149	3	44.738	26.709	23.876	0	28.705	36.372	16.356218	9.475769	8.949522	0	10.074061	12.333214	P	5	TRUE	21.6923333333333	31.7743333333333	10.082	0.486123847402856	1	NS	NS
ENSG00000004897.14_1_S	ENST00000066544	ENSG00000004897.14	CDC27	chr17	47117702	47121017	-	47117702	47120934	3232	1	100	100	100	100	100	100	44.081008	47.387737	47.368509	47.790385	48.073191	47.4301	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000057294.20_1_D	ENST00000070846,ENST00000700559,ENST00000995885	ENSG00000057294.20	PKP2	chr12	32790744	32792492	-	32790744	32792278	1534	2	100	100	100	100	40.187	66.729	5.345593	4.878558	3.847924	6.405971	3.767422	5.333978	D	6	TRUE	68.972	100	31.028	0.214800044418359	1	NS	NS
ENSG00000057294.20_2_P	ENST00000070846,ENST00000700559,ENST00000995885	ENSG00000057294.20	PKP2	chr12	32792093	32792492	-	32792093	32792278	185	2	0	0	0	0	59.813	33.271	0	0	0	0	5.607389	2.659482	P	2	TRUE	31.028	0	-31.028	0.214800044418359	1	NS	NS
ENSG00000136960.15_1_S	ENST00000075322	ENSG00000136960.15	ENPP2	chr8	119557085	119557691	-	119557085	119557520	435	1	100	100	100	100	100	100	1.395785	1.699253	6.726444	3.304537	6.052496	8.076427	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000060069.20_1_S	ENST00000075430,ENST00000613122,ENST00000996034,ENST00001131804	ENSG00000060069.20	CTDP1	chr18	79753651	79754510	+	79753790	79754510	720	1	100	100	100	100	100	100	35.780497	33.845377	30.866766	35.394224	32.223815	31.366651	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000060140.11_1_S	ENST00000075503	ENSG00000060140.11	STYK1	chr12	10618938	10620348	-	10618938	10620143	1205	1	100	100	100	100	100	100	4.795366	5.666493	4.2866	5.243489	5.742765	4.15877	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000088256.10_1_P	ENST00000078429	ENSG00000088256.10	GNA11	chr19	3120988	3121472	+	3121179	3121472	293	2	22.404	20.811	22.599	19.051	23.603	13.965	28.963914	27.350429	31.731914	23.038673	32.145357	16.925307	P	6	TRUE	18.873	21.938	3.065	0.386009517925869	1	NS	NS
ENSG00000088256.10_2_D	ENST00000078429	ENSG00000088256.10	GNA11	chr19	3120988	3124004	+	3121179	3124004	2825	2	77.596	79.189	77.401	80.949	76.397	86.035	100.316901	104.070103	108.682242	97.893549	104.049198	104.275134	D	6	TRUE	81.127	78.062	-3.065	0.386009517925869	1	NS	NS
ENSG00000060566.16_1_S	ENST00000078445,ENST00000602147,ENST00000602257,ENST00001027845,ENST00001136986,ENST00000909764	ENSG00000060566.16	CREB3L3	chr19	4171655	4173054	+	4171969	4173054	1085	1	NA	100	NA	100	NA	100	0	0.080171	0	0.089984	0	0.082981	S	0	FALSE	100	100	0	NA	NA	NS	NS
ENSG00000061273.20_1_S	ENST00000080059	ENSG00000061273.20	HDAC7	chr12	47782721	47783886	-	47782721	47783840	1119	1	100	100	100	100	100	100	57.911659	54.338661	57.30787	65.637461	53.288585	56.638814	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000061794.15_1_S	ENST00000081029	ENSG00000061794.15	MRPS35	chr12	27755180	27756295	+	27755450	27756295	845	1	100	100	100	100	100	100	89.777033	106.172557	95.044229	89.857185	103.94195	94.80058	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000062725.12_1_S	ENST00000083182	ENSG00000062725.12	APPBP2	chr17	60443148	60447834	-	60443148	60447580	4432	1	100	100	100	100	100	100	50.525575	55.487121	58.538149	52.756089	55.043224	52.243307	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000063180.11_1_D	ENST00000084798,ENST00000994960,ENST00001143204	ENSG00000063180.11	CA11	chr19	48637941	48638144	-	48637941	48638036	95	2	NA	100	100	NA	100	100	0	16.015236	5.508464	0	23.929085	11.432042	D	4	TRUE	100	100	0	1	1	NS	NS
ENSG00000063180.11_2_P	ENST00000084798,ENST00000994960,ENST00001143204	ENSG00000063180.11	CA11	chr19	48638014	48638144	-	48638014	48638036	22	2	NA	0	0	NA	0	0	0	0	0	0	0	0	P	0	FALSE	0	0	0	NA	NA	NS	NS
ENSG00000063245.17_2_D	ENST00000085079,ENST00001127923	ENSG00000063245.17	EPN1	chr19	55695147	55709089	+	55695356	55709089	13733	3	0	0	0	0	0	0.336	0	0	0	0	0	0.847101	D	0	FALSE	0.112	0	-0.112	NA	NA	NS	NS
ENSG00000063245.17_3_D	ENST00000085079,ENST00001127923	ENSG00000063245.17	EPN1	chr19	55695147	55709533	+	55695356	55709533	14177	3	0.28	0.368	0.339	0.489	0.359	0.094	0.703005	0.946417	0.847438	1.301877	0.882442	0.237266	D	1	FALSE	0.314	0.329	0.015	NA	NA	NS	NS
ENSG00000063245.17_1_P	ENST00000085079,ENST00001127923,ENST00000953604	ENSG00000063245.17	EPN1	chr19	55695147	55695775	+	55695356	55695775	419	3	99.72	99.632	99.661	99.511	99.641	99.57	250.692449	256.208377	249.358672	265.104369	245.076845	251.06244	P	6	TRUE	99.574	99.671	0.0970000000000084	0.109450768677288	1	NS	NS
ENSG00000012124.19_1_S	ENST00000085219	ENSG00000012124.19	CD22	chr19	35346565	35347361	+	35346697	35347361	664	1	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	S	0	FALSE	NA	NA	NA	NA	NA	NS	NS
ENSG00000067646.14_1_S	ENST00000155093	ENSG00000067646.14	ZFY	chrY	2978809	2982506	+	2979993	2982506	2513	1	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	S	0	FALSE	NA	NA	NA	NA	NA	NS	NS
ENSG00000069998.14_1_S	ENST00000155674,ENST00000981291,ENST00001065004,ENST00001065011,ENST00000895145	ENSG00000069998.14	HDHD5	chr22	17137521	17138402	-	17137521	17138020	499	1	100	100	100	100	100	100	59.096629	65.787621	53.804581	68.290665	61.771445	55.856779	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000053918.22_1_P	ENST00000155840	ENSG00000053918.22	KCNQ1	chr11	2847766	2848991	+	2848003	2848991	988	2	100	100	100	100	100	100	0.685092	0.622614	0.652558	0.733613	0.217295	0.412213	P	0	FALSE	100	100	0	NA	NA	NS	NS
ENSG00000053918.22_2_D	ENST00000155840	ENSG00000053918.22	KCNQ1	chr11	2847766	2849110	+	2848003	2849110	1107	2	0	0	0	0	0	0	0	0	0	0	0	0	D	0	FALSE	0	0	0	NA	NA	NS	NS
ENSG00000071575.13_1_S	ENST00000155926,ENST00001118815,ENST00001124976,ENST00001145371	ENSG00000071575.13	TRIB2	chr2	12740325	12742734	+	12740794	12742734	1940	1	100	100	100	100	100	100	354.505502	342.898573	324.083365	393.472079	405.762424	403.254922	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000068308.17_1_S	ENST00000156084,ENST00000908267	ENSG00000068308.17	OTUD5	chrX	48922210	48923298	-	48922210	48923173	963	1	100	100	100	100	100	100	178.823118	195.013783	179.949813	185.386769	171.880695	174.109947	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000068394.13_1_S	ENST00000156109	ENSG00000068394.13	GPKOW	chrX	49113388	49113755	-	49113388	49113620	232	1	100	100	100	100	100	100	39.461656	54.967547	58.744106	68.247934	53.080313	57.559933	S	6	TRUE	100	100	0	1	1	NS	NS
